id,employeeId,assessmentId,courseName,skill,courseDepartment,testScore,status,noOfAttempts
SKS34,JMD4,ASSESS2,Azure,Azure,Cloud,94,Accept,2
SKS35,JMD4,ASSESS3,Python,Python,Data Science,95,Accept,2
SKS36,JMD4,ASSESS3,Applied ML,Applied ML,Data Science,21,Reject,2
SKS37,JMD4,ASSESS4,Node,Node,Development,76,Accept,2
SKS38,JMD4,ASSESS5,Azure,Azure,Cloud,48,Reject,1
SKS39,JMD4,ASSESS5,GCP,GCP,Cloud,99,Accept,3
SKS40,JMD4,ASSESS5,Redis,Redis,Cloud,89,Accept,2
SKS41,JMD5,ASSESS1,Big Data,Big Data,Data Science,48,Reject,3
SKS42,JMD5,ASSESS1,Applied ML,Applied ML,Data Science,99,Accept,1
SKS43,JMD5,ASSESS2,Reactjs,Reactjs,Development,90,Accept,2
SKS44,JMD5,ASSESS3,Redis,Redis,Cloud,41,Reject,2
SKS45,JMD5,ASSESS4,Azure,Azure,Cloud,79,Accept,3
SKS46,JMD5,ASSESS4,GCP,GCP,Cloud,55,Reject,3
SKS47,JMD5,ASSESS4,AWS,AWS,Cloud,5,Reject,1
SKS48,JMD5,ASSESS5,Applied ML,Applied ML,Data Science,64,Reject,3
SKS49,JMD6,ASSESS1,AWS,AWS,Cloud,83,Accept,2
SKS50,JMD6,ASSESS2,Reactjs,Reactjs,Development,41,Reject,2
SKS51,JMD6,ASSESS3,AWS,AWS,Cloud,73,Accept,3
SKS52,JMD6,ASSESS3,Redis,Redis,Cloud,90,Accept,2
SKS53,JMD6,ASSESS4,DBT,DBT,Data Engineering,68,Reject,2
SKS54,JMD6,ASSESS5,Reactjs,Reactjs,Development,26,Reject,1
SKS55,JMD7,ASSESS1,Python,Python,Data Science,63,Reject,1
SKS56,JMD7,ASSESS1,Applied ML,Applied ML,Data Science,44,Reject,3
SKS57,JMD7,ASSESS2,Big Data,Big Data,Data Science,71,Accept,3
SKS58,JMD7,ASSESS2,Applied ML,Applied ML,Data Science,62,Reject,1
SKS59,JMD7,ASSESS3,Angular,Angular,Development,94,Accept,2
SKS60,JMD7,ASSESS3,React Native,React Native,Development,67,Reject,3
SKS61,JMD7,ASSESS3,Reactjs,Reactjs,Development,99,Accept,3
SKS62,JMD7,ASSESS4,GCP,GCP,Cloud,99,Accept,1
SKS63,JMD7,ASSESS4,Redis,Redis,Cloud,18,Reject,1
SKS64,JMD7,ASSESS5,Node,Node,Development,72,Accept,2
SKS65,JMD8,ASSESS1,React Native,React Native,Development,76,Accept,2
SKS66,JMD8,ASSESS2,Python,Python,Data Science,32,Reject,2
SKS67,JMD8,ASSESS2,Big Data,Big Data,Data Science,59,Reject,3
SKS68,JMD8,ASSESS2,Applied ML,Applied ML,Data Science,95,Accept,3
SKS69,JMD8,ASSESS3,MySQL,MySQL,Data Engineering,80,Accept,1
SKS70,JMD8,ASSESS4,React Native,React Native,Development,61,Reject,3
SKS71,JMD8,ASSESS5,AWS,AWS,Cloud,79,Accept,2
SKS72,JMD8,ASSESS5,Azure,Azure,Cloud,41,Reject,3
SKS73,JMD8,ASSESS5,Redis,Redis,Cloud,39,Reject,1
SKS74,JMD9,ASSESS1,Azure,Azure,Cloud,74,Accept,2
SKS75,JMD9,ASSESS1,AWS,AWS,Cloud,77,Accept,2
SKS76,JMD9,ASSESS1,Redis,Redis,Cloud,53,Reject,3
SKS77,JMD9,ASSESS2,Big Data,Big Data,Data Science,99,Accept,3
SKS78,JMD9,ASSESS3,React Native,React Native,Development,56,Reject,1
SKS79,JMD9,ASSESS4,Data Bricks,Data Bricks,Data Engineering,10,Reject,3
SKS80,JMD9,ASSESS5,Redis,Redis,Cloud,100,Accept,3
SKS81,JMD10,ASSESS1,Redis,Redis,Cloud,95,Accept,2
SKS82,JMD10,ASSESS2,AWS,AWS,Cloud,54,Reject,2
SKS83,JMD10,ASSESS3,Redis,Redis,Cloud,82,Accept,2
SKS84,JMD10,ASSESS3,Azure,Azure,Cloud,99,Accept,1
SKS85,JMD10,ASSESS3,GCP,GCP,Cloud,21,Reject,3
SKS86,JMD10,ASSESS4,Redis,Redis,Cloud,55,Reject,1
SKS87,JMD10,ASSESS4,AWS,AWS,Cloud,82,Accept,3
SKS88,JMD10,ASSESS5,AWS,AWS,Cloud,54,Reject,3
SKS89,JMD10,ASSESS5,GCP,GCP,Cloud,13,Reject,2
SKS90,JMD11,ASSESS1,Reactjs,Reactjs,Development,31,Reject,2
SKS91,JMD11,ASSESS1,Next Js,Next Js,Development,97,Accept,1
SKS92,JMD11,ASSESS2,Python,Python,Data Science,45,Reject,1
SKS93,JMD11,ASSESS2,Applied ML,Applied ML,Data Science,38,Reject,2
SKS94,JMD11,ASSESS3,MySQL,MySQL,Data Engineering,72,Accept,3
SKS95,JMD11,ASSESS3,DBT,DBT,Data Engineering,75,Accept,1
SKS96,JMD11,ASSESS4,Applied ML,Applied ML,Data Science,43,Reject,3
SKS97,JMD11,ASSESS4,Big Data,Big Data,Data Science,36,Reject,1
SKS98,JMD11,ASSESS5,Big Data,Big Data,Data Science,82,Accept,3
SKS99,JMD11,ASSESS5,Applied ML,Applied ML,Data Science,85,Accept,2
SKS100,JMD12,ASSESS1,SnowFlake,SnowFlake,Data Engineering,68,Reject,2
SKS101,JMD12,ASSESS1,Web Scraping,Web Scraping,Data Engineering,45,Reject,2
SKS102,JMD12,ASSESS1,Python,Python,Data Engineering,25,Reject,3
SKS103,JMD12,ASSESS2,Redis,Redis,Cloud,61,Reject,3
SKS104,JMD12,ASSESS3,Python,Python,Data Science,35,Reject,1
SKS105,JMD12,ASSESS3,Big Data,Big Data,Data Science,70,Reject,1
SKS106,JMD12,ASSESS3,Applied ML,Applied ML,Data Science,43,Reject,3
SKS107,JMD12,ASSESS4,Node,Node,Development,72,Accept,3
SKS108,JMD12,ASSESS5,Flutter,Flutter,Development,91,Accept,2
SKS109,JMD12,ASSESS5,Angular,Angular,Development,78,Accept,2
SKS110,JMD12,ASSESS5,Reactjs,Reactjs,Development,39,Reject,3
SKS111,JMD13,ASSESS1,Web Scraping,Web Scraping,Data Engineering,99,Accept,3
SKS112,JMD13,ASSESS2,Angular,Angular,Development,42,Reject,1
SKS113,JMD13,ASSESS3,Big Data,Big Data,Data Science,95,Accept,1
SKS114,JMD13,ASSESS3,Python,Python,Data Science,28,Reject,2
SKS115,JMD13,ASSESS4,Python,Python,Data Engineering,95,Accept,3
SKS116,JMD13,ASSESS5,Node,Node,Development,83,Accept,1
SKS117,JMD13,ASSESS5,Angular,Angular,Development,12,Reject,2
SKS118,JMD14,ASSESS1,React Native,React Native,Development,12,Reject,1
SKS119,JMD14,ASSESS1,Node,Node,Development,87,Accept,2
SKS120,JMD14,ASSESS1,Laravel,Laravel,Development,81,Accept,1
SKS121,JMD14,ASSESS2,Azure,Azure,Cloud,40,Reject,1
SKS122,JMD14,ASSESS2,AWS,AWS,Cloud,14,Reject,3
SKS123,JMD14,ASSESS3,Azure,Azure,Cloud,80,Accept,2
SKS124,JMD14,ASSESS3,GCP,GCP,Cloud,78,Accept,3
SKS125,JMD14,ASSESS3,AWS,AWS,Cloud,81,Accept,2
SKS126,JMD14,ASSESS4,Python,Python,Data Science,35,Reject,1
SKS127,JMD14,ASSESS4,Applied ML,Applied ML,Data Science,51,Reject,3
SKS128,JMD14,ASSESS5,Azure,Azure,Cloud,93,Accept,3
SKS129,JMD14,ASSESS5,GCP,GCP,Cloud,97,Accept,2
SKS130,JMD15,ASSESS1,Reactjs,Reactjs,Development,90,Accept,2
SKS131,JMD15,ASSESS1,Laravel,Laravel,Development,41,Reject,2
SKS132,JMD15,ASSESS1,React Native,React Native,Development,62,Reject,2
SKS133,JMD15,ASSESS2,Applied ML,Applied ML,Data Science,88,Accept,3
SKS134,JMD15,ASSESS2,Python,Python,Data Science,96,Accept,1
SKS135,JMD15,ASSESS3,Big Data,Big Data,Data Science,71,Accept,1
SKS136,JMD15,ASSESS3,Applied ML,Applied ML,Data Science,74,Accept,2
SKS137,JMD15,ASSESS3,Python,Python,Data Science,98,Accept,2
SKS138,JMD15,ASSESS4,Big Data,Big Data,Data Science,2,Reject,1
SKS139,JMD15,ASSESS4,Applied ML,Applied ML,Data Science,23,Reject,2
SKS140,JMD15,ASSESS5,Azure,Azure,Cloud,83,Accept,3
SKS141,JMD15,ASSESS5,Redis,Redis,Cloud,57,Reject,2
SKS142,JMD15,ASSESS5,AWS,AWS,Cloud,24,Reject,1
SKS143,JMD16,ASSESS1,MySQL,MySQL,Data Engineering,72,Accept,2
SKS144,JMD16,ASSESS2,SnowFlake,SnowFlake,Data Engineering,61,Reject,1
SKS145,JMD16,ASSESS2,Web Scraping,Web Scraping,Data Engineering,24,Reject,2
SKS146,JMD16,ASSESS2,Data Bricks,Data Bricks,Data Engineering,66,Reject,2
SKS147,JMD16,ASSESS3,Laravel,Laravel,Development,88,Accept,3
SKS148,JMD16,ASSESS3,Flutter,Flutter,Development,81,Accept,1
SKS149,JMD16,ASSESS4,DBT,DBT,Data Engineering,39,Reject,3
SKS150,JMD16,ASSESS4,MySQL,MySQL,Data Engineering,93,Accept,2
SKS151,JMD16,ASSESS4,SnowFlake,SnowFlake,Data Engineering,77,Accept,2
SKS152,JMD16,ASSESS5,React Native,React Native,Development,73,Accept,1
SKS153,JMD17,ASSESS1,Angular,Angular,Development,60,Reject,2
SKS154,JMD17,ASSESS1,Flutter,Flutter,Development,45,Reject,3
SKS155,JMD17,ASSESS1,Next Js,Next Js,Development,39,Reject,1
SKS156,JMD17,ASSESS2,React Native,React Native,Development,92,Accept,3
SKS157,JMD17,ASSESS2,Reactjs,Reactjs,Development,44,Reject,2
SKS158,JMD17,ASSESS3,Redis,Redis,Cloud,82,Accept,3
SKS159,JMD17,ASSESS4,Azure,Azure,Cloud,34,Reject,3
SKS160,JMD17,ASSESS4,AWS,AWS,Cloud,93,Accept,1
SKS161,JMD17,ASSESS5,Flutter,Flutter,Development,90,Accept,3
SKS162,JMD17,ASSESS5,Laravel,Laravel,Development,88,Accept,2
SKS163,JMD17,ASSESS5,Reactjs,Reactjs,Development,2,Reject,1
SKS164,JMD18,ASSESS1,Data Bricks,Data Bricks,Data Engineering,59,Reject,3
SKS165,JMD18,ASSESS1,DBT,DBT,Data Engineering,66,Reject,1
SKS166,JMD18,ASSESS1,Python,Python,Data Engineering,100,Accept,1
SKS167,JMD18,ASSESS2,Redis,Redis,Cloud,96,Accept,3
SKS168,JMD18,ASSESS3,Big Data,Big Data,Data Science,90,Accept,1
SKS169,JMD18,ASSESS3,Python,Python,Data Science,48,Reject,3
SKS170,JMD18,ASSESS3,Applied ML,Applied ML,Data Science,62,Reject,2
SKS171,JMD18,ASSESS4,GCP,GCP,Cloud,74,Accept,3
SKS172,JMD18,ASSESS4,AWS,AWS,Cloud,99,Accept,3
SKS173,JMD18,ASSESS4,Redis,Redis,Cloud,86,Accept,2
SKS174,JMD18,ASSESS5,Flutter,Flutter,Development,60,Reject,2
SKS175,JMD19,ASSESS1,MySQL,MySQL,Data Engineering,23,Reject,3
SKS176,JMD19,ASSESS1,SnowFlake,SnowFlake,Data Engineering,55,Reject,1
SKS177,JMD19,ASSESS2,Big Data,Big Data,Data Science,2,Reject,2
SKS178,JMD19,ASSESS2,Applied ML,Applied ML,Data Science,72,Accept,1
SKS179,JMD19,ASSESS2,Python,Python,Data Science,92,Accept,2
SKS180,JMD19,ASSESS3,Python,Python,Data Science,74,Accept,2
SKS181,JMD19,ASSESS4,Redis,Redis,Cloud,73,Accept,1
SKS182,JMD19,ASSESS5,Redis,Redis,Cloud,81,Accept,2
SKS183,JMD20,ASSESS1,Angular,Angular,Development,94,Accept,1
SKS184,JMD20,ASSESS1,Node,Node,Development,1,Reject,2
SKS185,JMD20,ASSESS2,Reactjs,Reactjs,Development,99,Accept,3
SKS186,JMD20,ASSESS3,React Native,React Native,Development,25,Reject,2
SKS187,JMD20,ASSESS4,GCP,GCP,Cloud,13,Reject,3
SKS188,JMD20,ASSESS4,AWS,AWS,Cloud,76,Accept,3
SKS189,JMD20,ASSESS4,Redis,Redis,Cloud,83,Accept,3
SKS190,JMD20,ASSESS5,AWS,AWS,Cloud,62,Reject,3
SKS191,JMD21,ASSESS1,Data Bricks,Data Bricks,Data Engineering,50,Reject,3
SKS192,JMD21,ASSESS2,AWS,AWS,Cloud,4,Reject,2
SKS193,JMD21,ASSESS2,GCP,GCP,Cloud,92,Accept,2
SKS194,JMD21,ASSESS3,Web Scraping,Web Scraping,Data Engineering,37,Reject,3
SKS195,JMD21,ASSESS3,DBT,DBT,Data Engineering,77,Accept,2
SKS196,JMD21,ASSESS4,Angular,Angular,Development,85,Accept,3
SKS197,JMD21,ASSESS5,Python,Python,Data Engineering,65,Reject,1
SKS198,JMD21,ASSESS5,MySQL,MySQL,Data Engineering,72,Accept,1
SKS199,JMD22,ASSESS1,Reactjs,Reactjs,Development,88,Accept,2
SKS200,JMD22,ASSESS2,Redis,Redis,Cloud,91,Accept,1
SKS201,JMD22,ASSESS3,Azure,Azure,Cloud,99,Accept,2
SKS202,JMD22,ASSESS3,GCP,GCP,Cloud,46,Reject,1
SKS203,JMD22,ASSESS3,AWS,AWS,Cloud,95,Accept,1
SKS204,JMD22,ASSESS4,Next Js,Next Js,Development,98,Accept,1
SKS205,JMD22,ASSESS5,Python,Python,Data Science,94,Accept,2
SKS206,JMD22,ASSESS5,Big Data,Big Data,Data Science,92,Accept,2
SKS207,JMD23,ASSESS1,Big Data,Big Data,Data Science,20,Reject,2
SKS208,JMD23,ASSESS2,Azure,Azure,Cloud,35.62128325508607,Reject,1
SKS209,JMD23,ASSESS2,GCP,GCP,Cloud,58,Reject,3
SKS210,JMD23,ASSESS2,Redis,Redis,Cloud,77,Accept,3
SKS211,JMD23,ASSESS3,Azure,Azure,Cloud,94,Accept,3
SKS212,JMD23,ASSESS4,Azure,Azure,Cloud,54,Reject,1
SKS213,JMD23,ASSESS4,GCP,GCP,Cloud,46,Reject,1
SKS214,JMD23,ASSESS5,Python,Python,Data Engineering,9,Reject,2
SKS215,JMD23,ASSESS5,Data Bricks,Data Bricks,Data Engineering,23,Reject,3
SKS216,JMD24,ASSESS1,MySQL,MySQL,Data Engineering,86,Accept,1
SKS217,JMD24,ASSESS2,Reactjs,Reactjs,Development,84,Accept,2
SKS218,JMD24,ASSESS3,Flutter,Flutter,Development,61,Reject,3
SKS219,JMD24,ASSESS3,Reactjs,Reactjs,Development,23,Reject,3
SKS220,JMD24,ASSESS3,Node,Node,Development,17,Reject,1
SKS221,JMD24,ASSESS4,Laravel,Laravel,Development,35,Reject,1
SKS222,JMD24,ASSESS5,Applied ML,Applied ML,Data Science,40,Reject,3
SKS223,JMD25,ASSESS1,Redis,Redis,Cloud,20,Reject,3
SKS224,JMD25,ASSESS1,GCP,GCP,Cloud,83,Accept,3
SKS225,JMD25,ASSESS2,DBT,DBT,Data Engineering,49,Reject,1
SKS226,JMD25,ASSESS2,Python,Python,Data Engineering,97,Accept,3
SKS227,JMD25,ASSESS3,MySQL,MySQL,Data Engineering,78,Accept,2
SKS228,JMD25,ASSESS3,DBT,DBT,Data Engineering,79,Accept,1
SKS229,JMD25,ASSESS4,Python,Python,Data Science,65,Reject,1
SKS230,JMD25,ASSESS5,Applied ML,Applied ML,Data Science,82,Accept,2
SKS231,JMD26,ASSESS1,GCP,GCP,Cloud,10,Reject,1
SKS232,JMD26,ASSESS1,Azure,Azure,Cloud,17,Reject,1
SKS233,JMD26,ASSESS2,Azure,Azure,Cloud,57,Reject,1
SKS234,JMD26,ASSESS3,Web Scraping,Web Scraping,Data Engineering,82,Accept,2
SKS235,JMD26,ASSESS4,Python,Python,Data Engineering,73,Accept,2
SKS236,JMD26,ASSESS4,MySQL,MySQL,Data Engineering,15,Reject,3
SKS237,JMD26,ASSESS4,DBT,DBT,Data Engineering,10,Reject,2
SKS238,JMD26,ASSESS5,Node,Node,Development,54,Reject,2
SKS239,JMD27,ASSESS1,Flutter,Flutter,Development,55,Reject,1
SKS240,JMD27,ASSESS1,Angular,Angular,Development,83,Accept,2
SKS241,JMD27,ASSESS2,Big Data,Big Data,Data Science,88,Accept,3
SKS242,JMD27,ASSESS2,Python,Python,Data Science,100,Accept,2
SKS243,JMD27,ASSESS3,SnowFlake,SnowFlake,Data Engineering,81,Accept,2
SKS244,JMD27,ASSESS4,GCP,GCP,Cloud,55,Reject,1
SKS245,JMD27,ASSESS5,Azure,Azure,Cloud,65,Reject,3
SKS246,JMD27,ASSESS5,Redis,Redis,Cloud,6,Reject,2
SKS247,JMD27,ASSESS5,AWS,AWS,Cloud,98,Accept,2
SKS248,JMD28,ASSESS1,React Native,React Native,Development,59,Reject,2
SKS249,JMD28,ASSESS1,Node,Node,Development,53,Reject,3
SKS250,JMD28,ASSESS1,Next Js,Next Js,Development,73,Accept,3
SKS251,JMD28,ASSESS2,Node,Node,Development,76,Accept,3
SKS252,JMD28,ASSESS2,React Native,React Native,Development,75,Accept,2
SKS253,JMD28,ASSESS3,Python,Python,Data Science,83,Accept,2
SKS254,JMD28,ASSESS4,Angular,Angular,Development,84,Accept,1
SKS255,JMD28,ASSESS4,React Native,React Native,Development,28,Reject,2
SKS256,JMD28,ASSESS4,Flutter,Flutter,Development,57,Reject,1
SKS257,JMD28,ASSESS5,Big Data,Big Data,Data Science,47,Reject,1
SKS258,JMD29,ASSESS1,React Native,React Native,Development,76,Accept,3
SKS259,JMD29,ASSESS1,Flutter,Flutter,Development,98,Accept,2
SKS260,JMD29,ASSESS2,Python,Python,Data Science,91,Accept,3
SKS261,JMD29,ASSESS2,Applied ML,Applied ML,Data Science,98,Accept,2
SKS262,JMD29,ASSESS3,Angular,Angular,Development,93,Accept,3
SKS263,JMD29,ASSESS3,Next Js,Next Js,Development,16,Reject,1
SKS264,JMD29,ASSESS3,Laravel,Laravel,Development,99,Accept,2
SKS265,JMD29,ASSESS4,Azure,Azure,Cloud,84,Accept,3
SKS266,JMD29,ASSESS4,GCP,GCP,Cloud,80,Accept,1
SKS267,JMD29,ASSESS4,Redis,Redis,Cloud,59,Reject,2
SKS268,JMD29,ASSESS5,Python,Python,Data Science,78,Accept,1
SKS269,JMD30,ASSESS1,Big Data,Big Data,Data Science,14,Reject,2
SKS270,JMD30,ASSESS1,Applied ML,Applied ML,Data Science,27,Reject,3
SKS271,JMD30,ASSESS1,Python,Python,Data Science,98,Accept,2
SKS272,JMD30,ASSESS2,GCP,GCP,Cloud,89,Accept,2
SKS273,JMD30,ASSESS2,AWS,AWS,Cloud,24,Reject,1
SKS274,JMD30,ASSESS3,GCP,GCP,Cloud,30,Reject,2
SKS275,JMD30,ASSESS4,Big Data,Big Data,Data Science,15,Reject,3
SKS276,JMD30,ASSESS4,Applied ML,Applied ML,Data Science,5,Reject,1
SKS277,JMD30,ASSESS4,Python,Python,Data Science,86,Accept,3
SKS278,JMD30,ASSESS5,React Native,React Native,Development,1,Reject,3
SKS279,JMD31,ASSESS1,Redis,Redis,Cloud,71,Accept,3
SKS280,JMD31,ASSESS1,AWS,AWS,Cloud,11,Reject,1
SKS281,JMD31,ASSESS1,GCP,GCP,Cloud,89,Accept,1
SKS282,JMD31,ASSESS2,MySQL,MySQL,Data Engineering,40,Reject,2
SKS283,JMD31,ASSESS3,Angular,Angular,Development,73,Accept,3
SKS284,JMD31,ASSESS3,Laravel,Laravel,Development,71,Accept,1
SKS285,JMD31,ASSESS4,Python,Python,Data Science,95,Accept,3
SKS286,JMD31,ASSESS5,Redis,Redis,Cloud,79,Accept,1
SKS287,JMD32,ASSESS1,Big Data,Big Data,Data Science,86,Accept,3
SKS288,JMD32,ASSESS1,Applied ML,Applied ML,Data Science,61,Reject,2
SKS289,JMD32,ASSESS1,Python,Python,Data Science,51,Reject,3
SKS290,JMD32,ASSESS2,SnowFlake,SnowFlake,Data Engineering,17,Reject,1
SKS291,JMD32,ASSESS2,DBT,DBT,Data Engineering,57,Reject,1
SKS292,JMD32,ASSESS2,Python,Python,Data Engineering,94,Accept,1
SKS293,JMD32,ASSESS3,Laravel,Laravel,Development,92,Accept,1
SKS294,JMD32,ASSESS3,Reactjs,Reactjs,Development,45,Reject,2
SKS295,JMD32,ASSESS3,React Native,React Native,Development,62,Reject,1
SKS296,JMD32,ASSESS4,Applied ML,Applied ML,Data Science,73,Accept,1
SKS297,JMD32,ASSESS4,Python,Python,Data Science,78,Accept,1
SKS298,JMD32,ASSESS4,Big Data,Big Data,Data Science,86,Accept,2
SKS299,JMD32,ASSESS5,Azure,Azure,Cloud,82,Accept,2
SKS300,JMD32,ASSESS5,GCP,GCP,Cloud,66,Reject,2
SKS301,JMD32,ASSESS5,AWS,AWS,Cloud,61,Reject,2
SKS302,JMD33,ASSESS1,Azure,Azure,Cloud,60,Reject,1
SKS303,JMD33,ASSESS1,AWS,AWS,Cloud,31,Reject,1
SKS304,JMD33,ASSESS1,Redis,Redis,Cloud,94,Accept,3
SKS305,JMD33,ASSESS2,Big Data,Big Data,Data Science,77,Accept,1
SKS306,JMD33,ASSESS3,Laravel,Laravel,Development,68,Reject,3
SKS307,JMD33,ASSESS3,Angular,Angular,Development,12,Reject,2
SKS308,JMD33,ASSESS3,Flutter,Flutter,Development,17,Reject,3
SKS309,JMD33,ASSESS4,Laravel,Laravel,Development,22,Reject,2
SKS310,JMD33,ASSESS5,Azure,Azure,Cloud,97,Accept,3
SKS311,JMD34,ASSESS1,DBT,DBT,Data Engineering,74,Accept,1
SKS312,JMD34,ASSESS2,AWS,AWS,Cloud,4,Reject,1
SKS313,JMD34,ASSESS2,Azure,Azure,Cloud,45,Reject,2
SKS314,JMD34,ASSESS2,GCP,GCP,Cloud,43,Reject,2
SKS315,JMD34,ASSESS3,Data Bricks,Data Bricks,Data Engineering,32,Reject,1
SKS316,JMD34,ASSESS3,SnowFlake,SnowFlake,Data Engineering,35.012455516014235,Reject,1
SKS317,JMD34,ASSESS4,Reactjs,Reactjs,Development,35.75767918088737,Reject,3
SKS318,JMD34,ASSESS5,Flutter,Flutter,Development,20,Reject,2
SKS319,JMD34,ASSESS5,Reactjs,Reactjs,Development,96,Accept,3
SKS320,JMD35,ASSESS1,GCP,GCP,Cloud,53,Reject,3
SKS321,JMD35,ASSESS1,Redis,Redis,Cloud,41,Reject,2
SKS322,JMD35,ASSESS2,Flutter,Flutter,Development,95,Accept,2
SKS323,JMD35,ASSESS2,Reactjs,Reactjs,Development,49,Reject,2
SKS324,JMD35,ASSESS3,Azure,Azure,Cloud,17,Reject,2
SKS325,JMD35,ASSESS3,AWS,AWS,Cloud,89,Accept,2
SKS326,JMD35,ASSESS4,Data Bricks,Data Bricks,Data Engineering,81,Accept,1
SKS327,JMD35,ASSESS5,DBT,DBT,Data Engineering,64,Reject,2
SKS328,JMD36,ASSESS1,Applied ML,Applied ML,Data Science,69,Reject,1
SKS329,JMD36,ASSESS2,Node,Node,Development,85,Accept,1
SKS330,JMD36,ASSESS2,Next Js,Next Js,Development,89,Accept,2
SKS331,JMD36,ASSESS2,React Native,React Native,Development,39,Reject,3
SKS332,JMD36,ASSESS3,Redis,Redis,Cloud,98,Accept,3
SKS333,JMD36,ASSESS4,AWS,AWS,Cloud,57,Reject,2
SKS334,JMD36,ASSESS4,Azure,Azure,Cloud,73,Accept,2
SKS335,JMD36,ASSESS5,Python,Python,Data Science,76,Accept,2
SKS336,JMD36,ASSESS5,Applied ML,Applied ML,Data Science,21,Reject,1
SKS337,JMD36,ASSESS5,Big Data,Big Data,Data Science,77,Accept,2
SKS338,JMD37,ASSESS1,AWS,AWS,Cloud,97,Accept,3
SKS339,JMD37,ASSESS1,Redis,Redis,Cloud,56,Reject,2
SKS340,JMD37,ASSESS2,Next Js,Next Js,Development,94,Accept,1
SKS341,JMD37,ASSESS2,Flutter,Flutter,Development,61,Reject,1
SKS342,JMD37,ASSESS3,Applied ML,Applied ML,Data Science,75,Accept,2
SKS343,JMD37,ASSESS3,Python,Python,Data Science,53,Reject,3
SKS344,JMD37,ASSESS4,Flutter,Flutter,Development,77,Accept,1
SKS345,JMD37,ASSESS4,Node,Node,Development,92,Accept,2
SKS346,JMD37,ASSESS4,Next Js,Next Js,Development,67,Reject,2
SKS347,JMD37,ASSESS5,GCP,GCP,Cloud,100,Accept,3
SKS348,JMD37,ASSESS5,Redis,Redis,Cloud,76,Accept,2
SKS349,JMD38,ASSESS1,Angular,Angular,Development,74,Accept,1
SKS350,JMD38,ASSESS1,Laravel,Laravel,Development,11,Reject,2
SKS351,JMD38,ASSESS1,Next Js,Next Js,Development,73,Accept,2
SKS352,JMD38,ASSESS2,Data Bricks,Data Bricks,Data Engineering,65,Reject,1
SKS353,JMD38,ASSESS3,AWS,AWS,Cloud,86,Accept,2
SKS354,JMD38,ASSESS4,Python,Python,Data Engineering,39,Reject,1
SKS355,JMD38,ASSESS4,Web Scraping,Web Scraping,Data Engineering,1,Reject,1
SKS356,JMD38,ASSESS4,Data Bricks,Data Bricks,Data Engineering,100,Accept,1
SKS357,JMD38,ASSESS5,Data Bricks,Data Bricks,Data Engineering,89,Accept,2
