id,employeeId,courseName,skills,courseDepartment,certificationLink,status
CERT27,JMD7,Applied ML,Applied ML,Data Science,http://www.gross-baker.info/,Reject
CERT28,JMD8,Applied ML,Applied ML,Data Science,https://www.wilson.com/,Accept
CERT29,JMD8,GCP,GCP,Cloud,https://www.lewis.net/,Accept
CERT30,JMD8,AWS,AWS,Cloud,http://www.wright-key.org/,Accept
CERT31,JMD8,Redis,Redis,Cloud,https://jones.com/,Accept
CERT32,JMD9,MySQL,MySQL,Data Engineering,http://www.shelton.com/,Reject
CERT33,JMD9,Web Scraping,Web Scraping,Data Engineering,https://moore.com/,Accept
CERT34,JMD9,Reactjs,Reactjs,Development,https://www.walters.com/,Reject
CERT35,JMD9,Next Js,Next Js,Development,https://www.gray-snyder.com/,Reject
CERT36,JMD9,Angular,Angular,Development,https://hill.org/,Accept
CERT37,JMD10,Big Data,Big Data,Data Science,https://burke.com/,Reject
CERT38,JMD10,Applied ML,Applied ML,Data Science,https://www.lewis.com/,Reject
CERT39,JMD10,Python,Python,Data Science,https://mcclure-west.org/,Reject
CERT40,JMD11,SnowFlake,SnowFlake,Data Engineering,http://www.dennis.com/,Accept
CERT41,JMD12,AWS,AWS,Cloud,https://li.info/,Reject
CERT42,JMD13,Applied ML,Applied ML,Data Science,https://www.rodriguez-white.info/,Accept
CERT43,JMD13,Python,Python,Data Science,http://www.gonzalez-fleming.net/,Accept
CERT44,JMD13,Big Data,Big Data,Data Science,https://www.mccann.com/,Reject
CERT45,JMD13,SnowFlake,SnowFlake,Data Engineering,https://www.leonard.info/,Reject
CERT46,JMD13,MySQL,MySQL,Data Engineering,https://www.morgan.com/,Reject
CERT47,JMD13,Python,Python,Data Engineering,http://www.larson.com/,Reject
CERT48,JMD14,Applied ML,Applied ML,Data Science,https://www.bell.com/,Accept
CERT49,JMD14,Big Data,Big Data,Data Science,http://www.martinez.info/,Reject
CERT50,JMD14,Next Js,Next Js,Development,http://perry.com/,Accept
CERT51,JMD14,React Native,React Native,Development,https://holder.com/,Accept
CERT52,JMD14,Node,Node,Development,http://walker.com/,Accept
CERT53,JMD15,Python,Python,Data Science,http://www.thompson.com/,Reject
CERT54,JMD16,Azure,Azure,Cloud,http://david.net/,Accept
CERT55,JMD16,GCP,GCP,Cloud,http://www.hutchinson.org/,Reject
CERT56,JMD16,AWS,AWS,Cloud,http://www.kidd.com/,Accept
CERT57,JMD17,Web Scraping,Web Scraping,Data Engineering,http://www.patterson.com/,Reject
CERT58,JMD17,DBT,DBT,Data Engineering,http://adkins.net/,Reject
CERT59,JMD17,Data Bricks,Data Bricks,Data Engineering,http://www.gonzales.com/,Reject
CERT60,JMD18,Applied ML,Applied ML,Data Science,https://thornton.info/,Accept
CERT61,JMD18,GCP,GCP,Cloud,http://martin.info/,Accept
CERT62,JMD18,AWS,AWS,Cloud,https://www.lucas-figueroa.biz/,Reject
CERT63,JMD19,Flutter,Flutter,Development,https://phillips.com/,Accept
CERT64,JMD19,Node,Node,Development,https://www.campbell.org/,Reject
CERT65,JMD19,Applied ML,Applied ML,Data Science,https://www.moore-campbell.com/,Reject
CERT66,JMD19,Python,Python,Data Science,https://ramos-schroeder.info/,Accept
CERT67,JMD19,Big Data,Big Data,Data Science,http://miller-smith.biz/,Accept
CERT68,JMD20,AWS,AWS,Cloud,http://hill.com/,Reject
CERT69,JMD20,Azure,Azure,Cloud,http://www.mcbride-cowan.com/,Accept
CERT70,JMD21,AWS,AWS,Cloud,https://www.lewis.com/,Reject
CERT71,JMD22,Angular,Angular,Development,http://smith.biz/,Reject
CERT72,JMD22,Flutter,Flutter,Development,http://www.cummings.com/,Accept
CERT73,JMD22,Redis,Redis,Cloud,http://jackson.net/,Accept
CERT74,JMD22,Azure,Azure,Cloud,https://www.nunez-gay.com/,Accept
CERT75,JMD22,AWS,AWS,Cloud,https://sanders.com/,Accept
CERT76,JMD23,Python,Python,Data Engineering,http://www.edwards.info/,Accept
CERT77,JMD24,Python,Python,Data Science,http://petersen-daniels.com/,Accept
CERT78,JMD25,Reactjs,Reactjs,Development,https://www.george-thomas.com/,Reject
CERT79,JMD25,React Native,React Native,Development,https://nunez.com/,Accept
CERT80,JMD25,MySQL,MySQL,Data Engineering,http://www.nelson.info/,Reject
CERT81,JMD25,Python,Python,Data Engineering,https://www.andrews.info/,Reject
CERT82,JMD25,DBT,DBT,Data Engineering,https://wolfe.com/,Accept
CERT83,JMD26,DBT,DBT,Data Engineering,http://www.snow.com/,Reject
CERT84,JMD26,Python,Python,Data Engineering,http://www.dickerson.com/,Reject
CERT85,JMD26,SnowFlake,SnowFlake,Data Engineering,https://robinson.com/,Accept
CERT86,JMD27,Node,Node,Development,http://morris.com/,Accept
CERT87,JMD28,Big Data,Big Data,Data Science,https://weiss.net/,Accept
CERT88,JMD29,Azure,Azure,Cloud,https://www.gonzales.com/,Accept
CERT89,JMD29,Redis,Redis,Cloud,https://www.johnson-ramirez.info/,Accept
CERT90,JMD29,GCP,GCP,Cloud,http://www.wilson-kelly.com/,Reject
CERT91,JMD30,Applied ML,Applied ML,Data Science,http://www.henry-jackson.com/,Accept
CERT92,JMD30,Redis,Redis,Cloud,https://www.flores.com/,Accept
CERT93,JMD30,Azure,Azure,Cloud,http://frazier.info/,Accept
CERT94,JMD31,Flutter,Flutter,Development,http://pham.biz/,Reject
CERT95,JMD32,Python,Python,Data Engineering,http://www.reyes.com/,Reject
CERT96,JMD32,Web Scraping,Web Scraping,Data Engineering,http://www.berry.com/,Accept
CERT97,JMD32,DBT,DBT,Data Engineering,https://www.blackburn-ortiz.com/,Reject
CERT98,JMD32,Node,Node,Development,http://www.simmons.net/,Reject
CERT99,JMD32,Angular,Angular,Development,https://hunter-graves.info/,Reject
CERT100,JMD32,Flutter,Flutter,Development,http://www.ross-harrison.com/,Reject
CERT101,JMD33,Next Js,Next Js,Development,http://howard.com/,Reject
CERT102,JMD33,Angular,Angular,Development,http://www.tanner.com/,Accept
CERT103,JMD33,Flutter,Flutter,Development,https://hunt.com/,Reject
CERT104,JMD34,Azure,Azure,Cloud,https://goodwin.org/,Reject
CERT105,JMD34,Angular,Angular,Development,http://www.dalton.com/,Reject
CERT106,JMD34,Laravel,Laravel,Development,https://www.rose-yang.com/,Accept
CERT107,JMD34,Flutter,Flutter,Development,http://www.atkins-farley.com/,Reject
CERT108,JMD35,Python,Python,Data Engineering,http://best.com/,Reject
CERT109,JMD35,Web Scraping,Web Scraping,Data Engineering,https://www.williams.com/,Accept
CERT110,JMD35,GCP,GCP,Cloud,http://www.sanders.biz/,Accept
CERT111,JMD35,AWS,AWS,Cloud,http://baker.com/,Reject
CERT112,JMD35,Redis,Redis,Cloud,http://baird.com/,Reject
CERT113,JMD36,Python,Python,Data Science,https://kennedy-davis.com/,Reject
CERT114,JMD36,Applied ML,Applied ML,Data Science,https://www.johnston-parker.org/,Reject
CERT115,JMD37,Applied ML,Applied ML,Data Science,https://lynn-yoder.info/,Accept
CERT116,JMD37,Big Data,Big Data,Data Science,https://www.burns.org/,Accept
CERT117,JMD37,Python,Python,Data Science,http://www.castro-ochoa.net/,Accept
CERT118,JMD38,GCP,GCP,Cloud,https://brooks-reed.biz/,Reject
CERT119,JMD38,Web Scraping,Web Scraping,Data Engineering,http://www.wolfe.com/,Accept
CERT120,JMD38,MySQL,MySQL,Data Engineering,https://lynch-bell.info/,Accept
CERT121,JMD39,Data Bricks,Data Bricks,Data Engineering,http://olsen.info/,Accept
CERT122,JMD39,DBT,DBT,Data Engineering,http://www.rich.com/,Reject
CERT123,JMD39,Big Data,Big Data,Data Science,http://riggs-montgomery.com/,Accept
CERT124,JMD39,Applied ML,Applied ML,Data Science,http://www.harris.com/,Accept
CERT125,JMD40,Big Data,Big Data,Data Science,https://www.ramsey-bowers.biz/,Accept
CERT126,JMD40,Applied ML,Applied ML,Data Science,https://www.jennings.com/,Reject
CERT127,JMD41,Azure,Azure,Cloud,http://www.odom.com/,Reject
CERT128,JMD42,AWS,AWS,Cloud,https://www.livingston.com/,Reject
CERT129,JMD43,Applied ML,Applied ML,Data Science,https://www.daniels.com/,Reject
CERT130,JMD43,Reactjs,Reactjs,Development,https://cuevas.com/,Reject
CERT131,JMD43,Next Js,Next Js,Development,http://www.hunter-johnson.com/,Reject
CERT132,JMD43,Angular,Angular,Development,http://www.nguyen-walker.com/,Accept
CERT133,JMD44,Redis,Redis,Cloud,http://walker.org/,Accept
CERT134,JMD44,AWS,AWS,Cloud,https://www.huff.com/,Reject
CERT135,JMD44,Azure,Azure,Cloud,https://ramirez-boone.com/,Reject
CERT136,JMD44,SnowFlake,SnowFlake,Data Engineering,https://www.lester-hernandez.com/,Accept
CERT137,JMD44,Python,Python,Data Engineering,http://rogers.org/,Accept
CERT138,JMD44,DBT,DBT,Data Engineering,http://conrad.com/,Reject
CERT139,JMD45,Big Data,Big Data,Data Science,http://thompson.com/,Reject
CERT140,JMD45,Web Scraping,Web Scraping,Data Engineering,https://www.garcia-garcia.com/,Accept
CERT141,JMD45,MySQL,MySQL,Data Engineering,http://anderson.biz/,Accept
CERT142,JMD46,Python,Python,Data Science,http://www.ramirez-dennis.com/,Accept
CERT143,JMD47,React Native,React Native,Development,http://www.galvan.org/,Reject
CERT144,JMD47,Angular,Angular,Development,https://www.lewis.info/,Reject
CERT145,JMD47,Python,Python,Data Science,https://www.thompson-willis.biz/,Accept
CERT146,JMD48,Web Scraping,Web Scraping,Data Engineering,https://mckenzie.com/,Accept
CERT147,JMD48,Angular,Angular,Development,http://www.pruitt.com/,Reject
CERT148,JMD48,Reactjs,Reactjs,Development,https://www.richards.com/,Accept
CERT149,JMD48,Flutter,Flutter,Development,https://shaw.info/,Accept
CERT150,JMD49,Azure,Azure,Cloud,https://haney-phillips.com/,Reject
CERT151,JMD49,AWS,AWS,Cloud,https://www.cook-morton.com/,Reject
CERT152,JMD49,Redis,Redis,Cloud,https://phillips-schmitt.com/,Accept
CERT153,JMD50,AWS,AWS,Cloud,http://duke.org/,Accept
CERT154,JMD50,Redis,Redis,Cloud,http://www.houston.org/,Accept
CERT155,JMD50,GCP,GCP,Cloud,https://gregory.info/,Reject
CERT156,JMD51,DBT,DBT,Data Engineering,http://www.ramirez.com/,Reject
CERT157,JMD52,Applied ML,Applied ML,Data Science,http://gonzalez.com/,Accept
CERT158,JMD53,Flutter,Flutter,Development,http://simpson.com/,Accept
CERT159,JMD53,Angular,Angular,Development,http://www.hernandez.org/,Accept
CERT160,JMD53,Node,Node,Development,https://www.nguyen.biz/,Accept
CERT161,JMD54,Angular,Angular,Development,http://www.carter.com/,Accept
CERT162,JMD54,Laravel,Laravel,Development,http://glover.com/,Accept
CERT163,JMD54,Flutter,Flutter,Development,https://www.matthews-wilson.com/,Reject
CERT164,JMD55,GCP,GCP,Cloud,https://www.williams.com/,Accept
CERT165,JMD55,Redis,Redis,Cloud,http://www.martin.com/,Reject
CERT166,JMD56,Angular,Angular,Development,https://carney.org/,Accept
CERT167,JMD56,Node,Node,Development,https://www.morales-murphy.org/,Reject
CERT168,JMD57,MySQL,MySQL,Data Engineering,http://www.jones.com/,Accept
CERT169,JMD57,Python,Python,Data Engineering,http://douglas.net/,Reject
CERT170,JMD57,SnowFlake,SnowFlake,Data Engineering,http://tucker.com/,Reject
CERT171,JMD58,Laravel,Laravel,Development,http://spencer.org/,Reject
CERT172,JMD58,Node,Node,Development,http://www.chavez-evans.com/,Reject
CERT173,JMD58,Next Js,Next Js,Development,https://everett.org/,Reject
CERT174,JMD58,Azure,Azure,Cloud,http://www.nelson-parker.com/,Reject
CERT175,JMD58,GCP,GCP,Cloud,https://wright.com/,Accept
CERT176,JMD58,Redis,Redis,Cloud,https://www.ross-ruiz.info/,Reject
CERT177,JMD59,SnowFlake,SnowFlake,Data Engineering,https://www.sanchez.com/,Reject
CERT178,JMD59,AWS,AWS,Cloud,https://rodgers.com/,Accept
CERT179,JMD60,Applied ML,Applied ML,Data Science,https://flores-cameron.com/,Reject
CERT180,JMD60,Python,Python,Data Science,http://www.richards.com/,Reject
CERT181,JMD60,Big Data,Big Data,Data Science,https://cervantes.biz/,Accept
CERT182,JMD60,GCP,GCP,Cloud,http://parrish.net/,Reject
CERT183,JMD60,AWS,AWS,Cloud,https://www.ramos-ross.com/,Accept
CERT184,JMD61,AWS,AWS,Cloud,http://www.kim-thomas.com/,Accept
CERT185,JMD61,Redis,Redis,Cloud,https://mills.com/,Reject
CERT186,JMD62,Next Js,Next Js,Development,http://york.info/,Reject
CERT187,JMD62,Laravel,Laravel,Development,http://www.lopez.com/,Accept
CERT188,JMD62,AWS,AWS,Cloud,http://chandler.com/,Reject
CERT189,JMD63,Laravel,Laravel,Development,https://www.sawyer.com/,Reject
CERT190,JMD63,Node,Node,Development,https://martinez-velazquez.biz/,Accept
CERT191,JMD64,Node,Node,Development,https://palmer.org/,Reject
CERT192,JMD64,Next Js,Next Js,Development,http://www.johnson.org/,Reject
CERT193,JMD64,Reactjs,Reactjs,Development,https://brock-daugherty.com/,Accept
CERT194,JMD65,Azure,Azure,Cloud,https://www.golden.com/,Reject
CERT195,JMD65,GCP,GCP,Cloud,http://romero-kirby.info/,Accept
CERT196,JMD65,Reactjs,Reactjs,Development,http://wagner-smith.com/,Reject
CERT197,JMD66,Data Bricks,Data Bricks,Data Engineering,https://www.bowen.com/,Reject
CERT198,JMD66,Applied ML,Applied ML,Data Science,http://hill.com/,Accept
CERT199,JMD66,Big Data,Big Data,Data Science,http://www.mason.net/,Accept
CERT200,JMD66,Python,Python,Data Science,https://www.hodges.com/,Reject
CERT201,JMD67,Python,Python,Data Engineering,https://moore.com/,Accept
CERT202,JMD67,Data Bricks,Data Bricks,Data Engineering,http://www.chavez.com/,Accept
CERT203,JMD67,MySQL,MySQL,Data Engineering,https://www.harrison.info/,Accept
CERT204,JMD68,MySQL,MySQL,Data Engineering,https://cobb.com/,Reject
CERT205,JMD68,Data Bricks,Data Bricks,Data Engineering,https://lee.com/,Accept
CERT206,JMD69,Data Bricks,Data Bricks,Data Engineering,https://www.wright-hart.info/,Reject
CERT207,JMD69,Web Scraping,Web Scraping,Data Engineering,https://joseph.com/,Accept
CERT208,JMD69,GCP,GCP,Cloud,http://www.mcclain-long.info/,Reject
CERT209,JMD69,Azure,Azure,Cloud,http://www.black-dominguez.biz/,Reject
CERT210,JMD70,Python,Python,Data Science,https://nielsen.org/,Reject
CERT211,JMD70,GCP,GCP,Cloud,https://patterson.org/,Reject
CERT212,JMD71,Big Data,Big Data,Data Science,http://www.watts-adams.com/,Accept
CERT213,JMD71,Python,Python,Data Science,https://kirby.com/,Accept
CERT214,JMD71,AWS,AWS,Cloud,https://smith.biz/,Reject
CERT215,JMD71,Azure,Azure,Cloud,https://anderson.com/,Reject
CERT216,JMD72,Azure,Azure,Cloud,http://bowman.com/,Reject
CERT217,JMD72,AWS,AWS,Cloud,http://russell.com/,Accept
CERT218,JMD73,Data Bricks,Data Bricks,Data Engineering,http://tanner.com/,Reject
CERT219,JMD73,DBT,DBT,Data Engineering,http://www.freeman.biz/,Accept
CERT220,JMD73,SnowFlake,SnowFlake,Data Engineering,https://www.davis.com/,Reject
CERT221,JMD74,Laravel,Laravel,Development,https://wilson.com/,Reject
CERT222,JMD74,Python,Python,Data Engineering,https://erickson.biz/,Reject
CERT223,JMD75,Python,Python,Data Science,http://romero-ramirez.com/,Reject
CERT224,JMD75,Applied ML,Applied ML,Data Science,http://www.simpson.com/,Reject
CERT225,JMD76,Python,Python,Data Science,https://www.cox.org/,Accept
CERT226,JMD76,Big Data,Big Data,Data Science,https://www.davis-werner.com/,Accept
CERT227,JMD76,Web Scraping,Web Scraping,Data Engineering,http://howard.com/,Reject
CERT228,JMD76,DBT,DBT,Data Engineering,http://wilson.com/,Reject
CERT229,JMD77,Reactjs,Reactjs,Development,http://www.roman.com/,Accept
CERT230,JMD77,Angular,Angular,Development,http://www.french-davis.net/,Accept
CERT231,JMD78,Laravel,Laravel,Development,http://www.schultz.net/,Accept
CERT232,JMD78,Reactjs,Reactjs,Development,http://wolfe.com/,Reject
CERT233,JMD78,Flutter,Flutter,Development,http://ramos.com/,Reject
CERT234,JMD79,SnowFlake,SnowFlake,Data Engineering,https://www.torres.com/,Accept
CERT235,JMD79,Python,Python,Data Engineering,https://www.ramirez.com/,Accept
CERT236,JMD80,Redis,Redis,Cloud,http://johnson.com/,Accept
CERT237,JMD80,Azure,Azure,Cloud,http://rodriguez.biz/,Accept
CERT238,JMD81,Python,Python,Data Engineering,https://www.thomas.org/,Reject
CERT239,JMD81,Web Scraping,Web Scraping,Data Engineering,https://www.davis.net/,Accept
CERT240,JMD81,Data Bricks,Data Bricks,Data Engineering,https://knight.org/,Reject
CERT241,JMD81,Node,Node,Development,https://lin.com/,Accept
CERT242,JMD82,Python,Python,Data Engineering,https://www.williams-hall.net/,Accept
CERT243,JMD83,GCP,GCP,Cloud,https://moore-bryant.com/,Reject
CERT244,JMD83,Python,Python,Data Science,https://www.miller.com/,Accept
CERT245,JMD83,Applied ML,Applied ML,Data Science,http://simpson.com/,Accept
CERT246,JMD83,Big Data,Big Data,Data Science,https://www.liu.net/,Accept
CERT247,JMD84,SnowFlake,SnowFlake,Data Engineering,https://lambert-little.com/,Reject
CERT248,JMD84,MySQL,MySQL,Data Engineering,http://www.arroyo.org/,Accept
CERT249,JMD84,DBT,DBT,Data Engineering,https://moore.org/,Accept
CERT250,JMD84,AWS,AWS,Cloud,https://miller-murray.com/,Accept
CERT251,JMD84,Azure,Azure,Cloud,http://johnson.com/,Accept
CERT252,JMD84,Redis,Redis,Cloud,http://anderson-vega.net/,Reject
CERT253,JMD85,GCP,GCP,Cloud,https://simpson.com/,Accept
CERT254,JMD85,Redis,Redis,Cloud,https://richardson.com/,Accept
CERT255,JMD85,AWS,AWS,Cloud,https://www.strong-long.com/,Reject
CERT256,JMD86,AWS,AWS,Cloud,https://www.joseph-foster.com/,Accept
CERT257,JMD86,Redis,Redis,Cloud,https://jones.info/,Accept
CERT258,JMD87,DBT,DBT,Data Engineering,http://ramos.biz/,Reject
CERT259,JMD87,Data Bricks,Data Bricks,Data Engineering,http://benson-aguilar.org/,Accept
CERT260,JMD87,MySQL,MySQL,Data Engineering,https://www.morales-mcclure.com/,Accept
CERT261,JMD87,Applied ML,Applied ML,Data Science,https://www.douglas.org/,Reject
CERT262,JMD87,Big Data,Big Data,Data Science,https://pitts.com/,Reject
CERT263,JMD88,Next Js,Next Js,Development,http://www.eaton.biz/,Accept
CERT264,JMD88,Flutter,Flutter,Development,https://www.hamilton.biz/,Accept
CERT265,JMD88,Big Data,Big Data,Data Science,http://marshall.com/,Reject
CERT266,JMD88,Applied ML,Applied ML,Data Science,http://www.robinson.info/,Accept
CERT267,JMD89,GCP,GCP,Cloud,http://morgan-gonzalez.com/,Accept
CERT268,JMD89,Azure,Azure,Cloud,http://www.johnson.org/,Reject
CERT269,JMD89,Reactjs,Reactjs,Development,http://martin-bernard.biz/,Reject
CERT270,JMD89,Next Js,Next Js,Development,http://flores.info/,Accept
CERT271,JMD90,Data Bricks,Data Bricks,Data Engineering,http://www.alexander.com/,Accept
CERT272,JMD90,MySQL,MySQL,Data Engineering,https://mcknight.biz/,Reject
CERT273,JMD90,Azure,Azure,Cloud,http://www.collins-garcia.com/,Reject
CERT274,JMD90,AWS,AWS,Cloud,https://www.grant-andrews.com/,Accept
CERT275,JMD91,Reactjs,Reactjs,Development,https://www.jimenez-poole.com/,Accept
CERT276,JMD91,Node,Node,Development,http://rodriguez-skinner.info/,Reject
CERT277,JMD92,Web Scraping,Web Scraping,Data Engineering,http://www.lawson.org/,Accept
CERT278,JMD92,DBT,DBT,Data Engineering,https://duffy.com/,Reject
CERT279,JMD93,React Native,React Native,Development,http://www.rice.com/,Reject
CERT280,JMD93,Reactjs,Reactjs,Development,http://www.brooks-collins.org/,Reject
CERT281,JMD93,Azure,Azure,Cloud,http://hayes-miller.net/,Accept
CERT282,JMD93,Redis,Redis,Cloud,http://www.clark-mccoy.com/,Reject
CERT283,JMD94,Web Scraping,Web Scraping,Data Engineering,https://patterson.com/,Reject
CERT284,JMD94,MySQL,MySQL,Data Engineering,https://www.brock-johnson.info/,Accept
CERT285,JMD94,Python,Python,Data Engineering,https://mendoza.com/,Accept
CERT286,JMD95,Flutter,Flutter,Development,https://www.rodriguez-walters.com/,Accept
CERT287,JMD95,Laravel,Laravel,Development,http://www.blair.com/,Reject
CERT288,JMD96,Redis,Redis,Cloud,https://www.escobar.com/,Accept
CERT289,JMD96,GCP,GCP,Cloud,http://www.mitchell-gonzalez.com/,Reject
CERT290,JMD96,Flutter,Flutter,Development,http://garcia.com/,Accept
CERT291,JMD96,React Native,React Native,Development,http://www.howard.info/,Accept
CERT292,JMD96,Laravel,Laravel,Development,http://www.foley.com/,Accept
CERT293,JMD97,Reactjs,Reactjs,Development,https://www.stewart.info/,Accept
CERT294,JMD97,Azure,Azure,Cloud,https://black.com/,Reject
CERT295,JMD97,Redis,Redis,Cloud,http://www.sandoval-davis.com/,Reject
CERT296,JMD98,GCP,GCP,Cloud,http://stein.org/,Accept
CERT297,JMD99,Laravel,Laravel,Development,https://adkins.org/,Reject
CERT298,JMD99,Node,Node,Development,https://www.mueller-green.com/,Reject
CERT299,JMD99,AWS,AWS,Cloud,http://www.williams.com/,Reject
CERT300,JMD99,Azure,Azure,Cloud,http://www.marshall.com/,Reject
CERT301,JMD99,GCP,GCP,Cloud,https://evans.com/,Accept
CERT302,JMD100,Next Js,Next Js,Development,http://www.lara-summers.com/,Reject
CERT303,JMD100,Angular,Angular,Development,http://www.chapman-cole.com/,Reject
CERT304,JMD100,GCP,GCP,Cloud,http://www.mcgrath.info/,Accept
CERT305,JMD100,Redis,Redis,Cloud,http://www.wood.biz/,Reject
CERT306,JMD101,Azure,Azure,Cloud,http://ayers-wright.com/,Accept
CERT307,JMD101,SnowFlake,SnowFlake,Data Engineering,https://www.conway.biz/,Reject
CERT308,JMD102,Laravel,Laravel,Development,http://www.evans-yates.org/,Reject
CERT309,JMD102,Node,Node,Development,https://www.campbell.biz/,Reject
CERT310,JMD103,SnowFlake,SnowFlake,Data Engineering,http://parrish-cooley.com/,Accept
CERT311,JMD103,Python,Python,Data Engineering,https://acosta.com/,Accept
CERT312,JMD103,GCP,GCP,Cloud,https://fowler.com/,Reject
CERT313,JMD103,Redis,Redis,Cloud,https://zamora-koch.com/,Accept
CERT314,JMD104,Angular,Angular,Development,https://www.thompson-gillespie.com/,Reject
CERT315,JMD104,Reactjs,Reactjs,Development,https://cook.com/,Accept
CERT316,JMD105,Big Data,Big Data,Data Science,https://www.wright.com/,Reject
CERT317,JMD105,Azure,Azure,Cloud,http://white.info/,Reject
CERT318,JMD106,Python,Python,Data Science,http://www.valdez.com/,Reject
CERT319,JMD107,Azure,Azure,Cloud,http://www.jones.com/,Reject
CERT320,JMD107,GCP,GCP,Cloud,http://www.perry-raymond.com/,Accept
CERT321,JMD107,AWS,AWS,Cloud,http://www.thompson.com/,Accept
CERT322,JMD107,Python,Python,Data Science,https://www.rodriguez.org/,Accept
CERT323,JMD107,Applied ML,Applied ML,Data Science,http://www.hudson.com/,Reject
CERT324,JMD108,Python,Python,Data Science,http://www.phillips-ramirez.com/,Reject
CERT325,JMD108,Applied ML,Applied ML,Data Science,http://www.robinson-white.info/,Accept
CERT326,JMD109,SnowFlake,SnowFlake,Data Engineering,http://www.newton-payne.info/,Reject
CERT327,JMD109,Web Scraping,Web Scraping,Data Engineering,https://www.anderson-wilson.biz/,Accept
CERT328,JMD109,MySQL,MySQL,Data Engineering,https://www.ross-melton.net/,Accept
CERT329,JMD109,Laravel,Laravel,Development,http://french-wells.biz/,Reject
CERT330,JMD110,Angular,Angular,Development,https://www.ryan.com/,Reject
CERT331,JMD110,Azure,Azure,Cloud,http://www.curry-pierce.com/,Reject
CERT332,JMD110,AWS,AWS,Cloud,https://www.olson-ramos.com/,Accept
CERT333,JMD111,DBT,DBT,Data Engineering,https://www.jackson.com/,Reject
CERT334,JMD111,SnowFlake,SnowFlake,Data Engineering,https://www.potter.info/,Reject
CERT335,JMD111,Python,Python,Data Engineering,https://www.nguyen.com/,Accept
CERT336,JMD112,Azure,Azure,Cloud,http://murphy.com/,Accept
CERT337,JMD112,Redis,Redis,Cloud,https://www.patterson-moore.com/,Accept
CERT338,JMD112,AWS,AWS,Cloud,https://www.bush.com/,Accept
CERT339,JMD113,Redis,Redis,Cloud,https://hanna.net/,Accept
CERT340,JMD114,Python,Python,Data Science,https://mccormick-duran.com/,Reject
CERT341,JMD114,DBT,DBT,Data Engineering,https://www.pratt.com/,Reject
CERT342,JMD115,Python,Python,Data Engineering,https://sexton.biz/,Accept
CERT343,JMD115,DBT,DBT,Data Engineering,https://norton-wyatt.com/,Reject
CERT344,JMD115,SnowFlake,SnowFlake,Data Engineering,http://www.torres.com/,Accept
CERT345,JMD116,Flutter,Flutter,Development,https://www.rodriguez-sanchez.net/,Reject
CERT346,JMD116,Node,Node,Development,http://www.howell-welch.com/,Accept
CERT347,JMD116,Angular,Angular,Development,https://harper.org/,Reject
CERT348,JMD117,Data Bricks,Data Bricks,Data Engineering,http://blake.com/,Reject
CERT349,JMD117,DBT,DBT,Data Engineering,https://smith-pennington.info/,Reject
CERT350,JMD117,MySQL,MySQL,Data Engineering,https://johnson.com/,Accept
CERT351,JMD118,Python,Python,Data Science,http://johnson.info/,Reject
CERT352,JMD118,Azure,Azure,Cloud,http://www.walker.com/,Accept
CERT353,JMD118,AWS,AWS,Cloud,http://jones.com/,Accept
CERT354,JMD118,GCP,GCP,Cloud,https://carter.com/,Reject
